demande_id,citoyen_id,type_demande,adresse_projet,code_postal,arrondissement,date_demande,date_decision,statut
936,2685,AUTORISATION_TRAVAUX,20 Rue Saint-Ferréol,13006,10e,2024-05-07,2024-07-15,ENREGISTREE
937,2438,DECLARATION_PREALABLE,156 Rue Paradis,13005,4e,2023-02-19,2023-04-20,REFUSEE
938,2839,PERMIS_CONSTRUIRE,230 Boulevard Baille,13016,1e,2023-10-26,2023-11-20,ACCEPTEE
939,2348,AUTORISATION_TRAVAUX,226 Boulevard National,13004,15e,2025-08-31,2025-12-07,REFUSEE
940,1532,DECLARATION_PREALABLE,184 Rue de la République,13005,8e,2023-06-20,2023-07-20,INSTRUCTION
941,2762,PERMIS_CONSTRUIRE,160 Rue de Rome,13008,4e,2023-12-24,2024-02-15,ACCEPTEE
942,557,PERMIS_CONSTRUIRE,222 Rue de Rome,13003,3e,2025-08-03,2025-10-12,ACCEPTEE
943,94,DECLARATION_PREALABLE,197 Boulevard National,13001,12e,2025-09-18,2025-11-13,INSTRUCTION
944,2887,DECLARATION_PREALABLE,164 Rue de Lodi,13004,14e,2025-09-07,2025-12-01,ENREGISTREE
945,929,AUTORISATION_TRAVAUX,192 Rue de Lodi,13002,11e,2024-04-10,2024-06-18,INSTRUCTION
946,518,DECLARATION_PREALABLE,115 Rue de Lodi,13005,7e,2025-03-12,2025-05-07,ENREGISTREE
947,1453,DECLARATION_PREALABLE,226 Boulevard Baille,13002,9e,2023-07-16,2023-11-03,REFUSEE
948,2377,DECLARATION_PREALABLE,82 Rue d'Aubagne,13014,1e,2023-08-15,2023-11-16,ENREGISTREE
949,2059,DECLARATION_PREALABLE,39 Rue de Rome,13003,10e,2025-02-27,2025-04-18,ACCEPTEE
950,23,PERMIS_CONSTRUIRE,188 Avenue du Prado,13013,3e,2024-07-18,2024-08-27,REFUSEE
951,95,AUTORISATION_TRAVAUX,26 Boulevard Baille,13012,13e,2025-01-23,2025-05-22,ACCEPTEE
952,2560,DECLARATION_PREALABLE,55 Avenue du Prado,13016,14e,2023-08-25,2023-11-06,ACCEPTEE
953,366,AUTORISATION_TRAVAUX,68 Rue de Rome,13008,4e,2024-11-15,2025-03-12,ENREGISTREE
954,2933,DECLARATION_PREALABLE,188 Boulevard Baille,13014,2e,2025-03-21,2025-05-02,ENREGISTREE
955,192,PERMIS_CONSTRUIRE,203 Rue de Rome,13004,2e,2025-07-09,2025-10-28,ACCEPTEE
956,1065,DECLARATION_PREALABLE,115 Boulevard National,13014,3e,2024-09-15,2024-12-14,REFUSEE
957,2214,PERMIS_CONSTRUIRE,169 Rue de Lodi,13014,1e,2023-11-13,2023-12-24,ENREGISTREE
958,1413,PERMIS_CONSTRUIRE,21 Rue d'Aubagne,13012,7e,2023-11-11,2023-11-22,REFUSEE
959,2619,DECLARATION_PREALABLE,205 Rue d'Aubagne,13010,5e,2023-05-27,2023-07-23,REFUSEE
960,143,PERMIS_CONSTRUIRE,99 Boulevard National,13001,4e,2025-07-17,2025-10-19,REFUSEE
961,850,AUTORISATION_TRAVAUX,232 Rue d'Aubagne,13011,7e,2023-04-06,2023-06-14,INSTRUCTION
962,1038,AUTORISATION_TRAVAUX,30 Rue Saint-Ferréol,13014,10e,2023-11-10,2023-12-08,INSTRUCTION
963,2306,PERMIS_CONSTRUIRE,210 Boulevard Baille,13006,7e,2024-11-04,2024-12-11,ENREGISTREE
964,2545,DECLARATION_PREALABLE,92 Boulevard National,13016,1e,2025-03-15,2025-05-29,ENREGISTREE
965,2991,DECLARATION_PREALABLE,192 Avenue du Prado,13015,8e,2024-02-24,2024-03-16,ENREGISTREE
966,2337,AUTORISATION_TRAVAUX,171 Rue Paradis,13008,6e,2024-09-13,2024-11-28,INSTRUCTION
967,913,DECLARATION_PREALABLE,193 Rue de Rome,13007,3e,2023-10-29,2024-01-11,INSTRUCTION
968,2733,AUTORISATION_TRAVAUX,174 Rue de Rome,13008,5e,2023-01-26,2023-03-10,ENREGISTREE
969,2113,PERMIS_CONSTRUIRE,219 Rue de Lodi,13010,16e,2024-08-12,2024-10-29,REFUSEE
970,2205,AUTORISATION_TRAVAUX,167 Rue Saint-Ferréol,13008,6e,2023-10-23,2024-01-30,REFUSEE
971,494,AUTORISATION_TRAVAUX,50 Rue de Lodi,13004,10e,2024-08-29,2024-09-30,INSTRUCTION
972,1081,AUTORISATION_TRAVAUX,43 Boulevard Baille,13007,7e,2025-04-28,2025-05-15,ENREGISTREE
973,800,DECLARATION_PREALABLE,147 Rue de la République,13009,6e,2025-02-15,2025-04-08,ENREGISTREE
974,1504,DECLARATION_PREALABLE,43 Boulevard National,13003,14e,2025-10-24,2025-12-06,REFUSEE
975,2695,PERMIS_CONSTRUIRE,20 Rue de Lodi,13014,6e,2024-12-13,2025-04-01,ENREGISTREE
976,1760,DECLARATION_PREALABLE,108 Rue Paradis,13006,1e,2023-02-20,2023-04-29,ACCEPTEE
977,1452,PERMIS_CONSTRUIRE,200 Rue de la République,13004,9e,2025-10-04,2026-01-21,ENREGISTREE
978,2276,PERMIS_CONSTRUIRE,89 Rue de Rome,13007,5e,2023-03-07,2023-04-07,INSTRUCTION
979,2945,DECLARATION_PREALABLE,21 Rue d'Aubagne,13006,10e,2024-06-06,2024-07-03,INSTRUCTION
980,526,AUTORISATION_TRAVAUX,188 Rue Paradis,13012,6e,2025-07-05,2025-07-23,REFUSEE
981,146,PERMIS_CONSTRUIRE,89 Rue Paradis,13007,2e,2023-02-06,2023-03-31,REFUSEE
982,959,AUTORISATION_TRAVAUX,15 Boulevard Baille,13007,11e,2023-03-08,2023-05-31,INSTRUCTION
983,2368,PERMIS_CONSTRUIRE,19 Rue de la République,13011,14e,2025-07-24,2025-10-13,ENREGISTREE
984,1775,PERMIS_CONSTRUIRE,230 Boulevard National,13006,3e,2025-06-27,2025-08-02,ACCEPTEE
985,651,PERMIS_CONSTRUIRE,206 Rue de la République,13007,16e,2025-10-08,2025-11-18,INSTRUCTION
986,2349,DECLARATION_PREALABLE,23 Rue d'Aubagne,13001,16e,2025-04-21,2025-07-30,REFUSEE
987,1437,AUTORISATION_TRAVAUX,95 Rue d'Aubagne,13015,1e,2024-09-30,2025-01-03,INSTRUCTION
988,692,PERMIS_CONSTRUIRE,94 Rue Saint-Ferréol,13007,5e,2024-05-26,2024-07-06,ENREGISTREE
989,720,AUTORISATION_TRAVAUX,221 Rue Saint-Ferréol,13014,5e,2025-03-05,2025-06-30,ENREGISTREE
990,1979,PERMIS_CONSTRUIRE,97 Rue Paradis,13004,2e,2025-05-16,2025-06-10,ACCEPTEE
991,1273,DECLARATION_PREALABLE,171 Rue de Lodi,13009,9e,2024-12-18,2025-01-15,INSTRUCTION
992,1805,AUTORISATION_TRAVAUX,110 Rue de Lodi,13013,8e,2023-08-07,2023-10-31,REFUSEE
993,486,PERMIS_CONSTRUIRE,90 Avenue du Prado,13013,12e,2025-05-21,2025-06-29,ACCEPTEE
994,1029,DECLARATION_PREALABLE,221 Rue de la République,13005,7e,2023-01-23,2023-05-12,INSTRUCTION
995,675,AUTORISATION_TRAVAUX,171 Rue d'Aubagne,13001,7e,2023-03-16,2023-05-22,ENREGISTREE
996,1183,PERMIS_CONSTRUIRE,76 Rue de Lodi,13015,13e,2023-07-20,2023-09-27,ENREGISTREE
997,2948,DECLARATION_PREALABLE,82 Rue de Rome,13014,12e,2023-12-30,2024-03-29,ACCEPTEE
998,1583,PERMIS_CONSTRUIRE,37 Rue Saint-Ferréol,13001,7e,2023-01-16,2023-04-03,INSTRUCTION
999,358,PERMIS_CONSTRUIRE,53 Rue de Lodi,13016,1e,2024-08-02,2024-09-16,INSTRUCTION
1000,1244,AUTORISATION_TRAVAUX,30 Rue de Rome,13016,9e,2025-07-08,2025-10-25,REFUSEE
1001,1090,AUTORISATION_TRAVAUX,45 Rue Saint-Ferréol,13015,4e,2024-05-12,2024-08-09,ENREGISTREE
1002,2153,AUTORISATION_TRAVAUX,212 Rue de Rome,13009,4e,2025-01-07,2025-01-26,INSTRUCTION
1003,1257,PERMIS_CONSTRUIRE,79 Avenue du Prado,13003,2e,2025-02-04,2025-04-22,INSTRUCTION
1004,2088,AUTORISATION_TRAVAUX,201 Rue d'Aubagne,13005,9e,2023-02-06,2023-05-12,ACCEPTEE
1005,1606,AUTORISATION_TRAVAUX,105 Rue d'Aubagne,13014,10e,2023-02-23,2023-04-02,ENREGISTREE
1006,299,AUTORISATION_TRAVAUX,188 Boulevard Baille,13014,14e,2023-02-01,2023-05-15,INSTRUCTION
1007,1074,DECLARATION_PREALABLE,16 Rue Paradis,13006,12e,2023-05-23,2023-07-18,ENREGISTREE
1008,552,PERMIS_CONSTRUIRE,154 Rue de la République,13012,10e,2024-01-07,2024-02-16,ENREGISTREE
1009,59,DECLARATION_PREALABLE,16 Avenue du Prado,13009,4e,2023-09-26,2023-12-02,ENREGISTREE
1010,2346,DECLARATION_PREALABLE,42 Rue de Rome,13004,2e,2023-04-21,2023-05-24,ENREGISTREE
1011,1014,PERMIS_CONSTRUIRE,123 Rue Paradis,13002,14e,2024-05-06,2024-08-23,ACCEPTEE
1012,999,DECLARATION_PREALABLE,196 Boulevard Baille,13002,7e,2024-08-27,2024-09-20,ENREGISTREE
1013,2699,PERMIS_CONSTRUIRE,41 Rue d'Aubagne,13014,9e,2023-01-16,2023-02-11,ENREGISTREE
1014,2669,DECLARATION_PREALABLE,28 Boulevard National,13012,8e,2024-03-14,2024-06-18,ACCEPTEE
1015,1175,PERMIS_CONSTRUIRE,146 Rue de Lodi,13010,14e,2023-06-21,2023-10-19,ENREGISTREE
1016,421,PERMIS_CONSTRUIRE,12 Rue de Rome,13008,2e,2025-05-09,2025-08-03,ENREGISTREE
1017,968,DECLARATION_PREALABLE,53 Rue d'Aubagne,13001,7e,2025-04-23,2025-06-27,INSTRUCTION
1018,581,PERMIS_CONSTRUIRE,87 Rue Paradis,13014,13e,2023-11-16,2023-12-22,REFUSEE
1019,1092,PERMIS_CONSTRUIRE,163 Rue de Rome,13001,5e,2023-04-03,2023-07-31,ACCEPTEE
1020,2672,PERMIS_CONSTRUIRE,96 Rue de Lodi,13011,14e,2024-08-23,2024-11-17,ENREGISTREE
1021,1973,PERMIS_CONSTRUIRE,119 Rue de Rome,13001,6e,2025-07-19,2025-08-30,ENREGISTREE
1022,2386,AUTORISATION_TRAVAUX,219 Rue d'Aubagne,13012,13e,2023-10-23,2023-12-15,REFUSEE
1023,1941,PERMIS_CONSTRUIRE,79 Boulevard Baille,13003,9e,2023-11-15,2024-01-25,REFUSEE
1024,1166,AUTORISATION_TRAVAUX,135 Rue d'Aubagne,13004,3e,2023-02-23,2023-05-05,REFUSEE
1025,982,PERMIS_CONSTRUIRE,186 Rue de Rome,13012,6e,2024-07-03,2024-07-18,ACCEPTEE
1026,1503,AUTORISATION_TRAVAUX,245 Rue de Rome,13003,13e,2024-01-30,2024-02-25,ACCEPTEE
1027,1154,PERMIS_CONSTRUIRE,102 Boulevard National,13016,12e,2023-08-18,2023-10-28,ACCEPTEE
1028,1586,PERMIS_CONSTRUIRE,102 Boulevard Baille,13005,13e,2024-09-28,2024-10-11,INSTRUCTION
1029,722,AUTORISATION_TRAVAUX,23 Rue Paradis,13014,2e,2024-11-21,2025-02-24,REFUSEE
1030,2505,AUTORISATION_TRAVAUX,42 Rue d'Aubagne,13002,5e,2024-04-19,2024-07-18,INSTRUCTION
1031,2558,DECLARATION_PREALABLE,51 Rue de Lodi,13007,6e,2023-10-21,2023-12-03,REFUSEE
1032,1678,PERMIS_CONSTRUIRE,157 Rue de Lodi,13009,12e,2025-07-20,2025-11-11,INSTRUCTION
1033,1590,PERMIS_CONSTRUIRE,249 Rue de Rome,13014,16e,2025-04-07,2025-07-05,INSTRUCTION
1034,2012,PERMIS_CONSTRUIRE,89 Rue de Rome,13010,13e,2023-01-08,2023-03-22,REFUSEE
1035,1436,AUTORISATION_TRAVAUX,194 Boulevard National,13014,5e,2023-11-29,2024-03-07,REFUSEE
1036,290,DECLARATION_PREALABLE,109 Rue d'Aubagne,13009,4e,2023-02-17,2023-03-02,ACCEPTEE
1037,2176,PERMIS_CONSTRUIRE,237 Rue de Rome,13004,9e,2025-04-09,2025-05-01,ACCEPTEE
1038,404,DECLARATION_PREALABLE,146 Boulevard National,13016,12e,2023-07-02,2023-07-25,REFUSEE
1039,910,DECLARATION_PREALABLE,240 Rue de la République,13015,13e,2025-04-18,2025-07-09,INSTRUCTION
1040,2729,DECLARATION_PREALABLE,249 Avenue du Prado,13015,7e,2023-10-29,2024-01-07,ENREGISTREE
1041,1240,DECLARATION_PREALABLE,139 Rue Paradis,13003,15e,2024-04-20,2024-08-11,ACCEPTEE
1042,294,DECLARATION_PREALABLE,83 Rue de Lodi,13014,1e,2025-05-29,2025-08-06,REFUSEE
1043,1087,AUTORISATION_TRAVAUX,157 Rue de la République,13008,16e,2023-05-27,2023-08-22,ACCEPTEE
1044,1242,AUTORISATION_TRAVAUX,158 Rue d'Aubagne,13002,15e,2023-02-22,2023-06-10,ACCEPTEE
1045,2898,DECLARATION_PREALABLE,144 Boulevard Baille,13004,8e,2024-10-30,2025-02-04,REFUSEE
1046,2904,DECLARATION_PREALABLE,145 Rue Paradis,13012,7e,2025-10-21,2026-01-11,REFUSEE
1047,342,PERMIS_CONSTRUIRE,198 Boulevard National,13011,11e,2024-01-02,2024-01-21,ACCEPTEE
1048,1634,PERMIS_CONSTRUIRE,165 Boulevard Baille,13016,4e,2023-06-03,2023-06-29,ACCEPTEE
1049,2608,AUTORISATION_TRAVAUX,222 Rue de Rome,13008,4e,2024-03-23,2024-04-09,INSTRUCTION
1050,642,AUTORISATION_TRAVAUX,52 Boulevard Baille,13008,11e,2023-06-11,2023-09-10,REFUSEE
1051,2702,PERMIS_CONSTRUIRE,15 Rue d'Aubagne,13010,13e,2024-08-15,2024-09-21,INSTRUCTION
1052,43,DECLARATION_PREALABLE,32 Avenue du Prado,13002,9e,2025-04-10,2025-06-22,INSTRUCTION
1053,2539,AUTORISATION_TRAVAUX,81 Rue d'Aubagne,13016,16e,2024-11-11,2024-11-21,REFUSEE
1054,431,AUTORISATION_TRAVAUX,20 Rue de la République,13006,12e,2024-11-30,2025-03-11,ENREGISTREE
1055,2222,DECLARATION_PREALABLE,194 Rue Paradis,13006,7e,2024-08-18,2024-11-10,REFUSEE
1056,643,DECLARATION_PREALABLE,210 Boulevard National,13012,11e,2025-05-30,2025-09-21,ENREGISTREE
1057,1981,PERMIS_CONSTRUIRE,151 Avenue du Prado,13014,3e,2025-09-14,2026-01-02,ACCEPTEE
1058,1784,PERMIS_CONSTRUIRE,156 Rue de Lodi,13012,13e,2025-09-21,2025-12-11,ENREGISTREE
1059,2648,AUTORISATION_TRAVAUX,192 Rue de Lodi,13007,1e,2023-05-16,2023-06-20,ACCEPTEE
1060,2347,PERMIS_CONSTRUIRE,120 Boulevard National,13010,3e,2023-05-30,2023-09-16,INSTRUCTION
1061,632,DECLARATION_PREALABLE,30 Rue de la République,13005,9e,2025-05-15,2025-05-26,REFUSEE
1062,919,DECLARATION_PREALABLE,157 Rue de Rome,13002,9e,2023-05-11,2023-05-26,INSTRUCTION
1063,1484,PERMIS_CONSTRUIRE,26 Rue de la République,13005,10e,2024-07-24,2024-08-27,REFUSEE
1064,2892,PERMIS_CONSTRUIRE,108 Rue d'Aubagne,13005,14e,2025-09-03,2025-12-31,INSTRUCTION
1065,2,AUTORISATION_TRAVAUX,127 Rue de Rome,13008,5e,2024-08-18,2024-09-24,ACCEPTEE
1066,1675,PERMIS_CONSTRUIRE,26 Rue Saint-Ferréol,13004,15e,2024-03-30,2024-06-30,REFUSEE
1067,2831,PERMIS_CONSTRUIRE,145 Avenue du Prado,13008,15e,2024-05-11,2024-06-11,REFUSEE
1068,2092,DECLARATION_PREALABLE,185 Rue Saint-Ferréol,13007,15e,2025-08-11,2025-08-28,REFUSEE
1069,131,AUTORISATION_TRAVAUX,50 Rue Saint-Ferréol,13004,16e,2023-09-29,2023-12-01,ENREGISTREE
1070,2795,DECLARATION_PREALABLE,115 Rue d'Aubagne,13008,5e,2025-09-19,2025-10-22,INSTRUCTION
1071,43,AUTORISATION_TRAVAUX,89 Rue de la République,13015,10e,2023-01-09,2023-03-24,ENREGISTREE
1072,2324,AUTORISATION_TRAVAUX,161 Rue d'Aubagne,13002,15e,2023-05-22,2023-09-06,ENREGISTREE
1073,2575,DECLARATION_PREALABLE,192 Rue de Rome,13007,9e,2025-01-02,2025-02-14,ACCEPTEE
1074,1135,DECLARATION_PREALABLE,120 Rue d'Aubagne,13011,5e,2023-07-09,2023-09-24,INSTRUCTION
1075,423,AUTORISATION_TRAVAUX,27 Rue de Lodi,13007,1e,2023-12-25,2024-03-12,REFUSEE
1076,1975,PERMIS_CONSTRUIRE,210 Avenue du Prado,13004,14e,2023-04-12,2023-05-06,INSTRUCTION
1077,1590,AUTORISATION_TRAVAUX,148 Rue d'Aubagne,13011,8e,2024-10-26,2024-11-21,INSTRUCTION
1078,1981,PERMIS_CONSTRUIRE,187 Rue de Rome,13014,12e,2023-12-16,2024-01-05,INSTRUCTION
1079,2928,PERMIS_CONSTRUIRE,249 Rue Saint-Ferréol,13016,14e,2025-01-16,2025-04-11,ACCEPTEE
1080,2529,PERMIS_CONSTRUIRE,249 Rue Saint-Ferréol,13010,4e,2023-08-30,2023-12-19,ACCEPTEE
1081,2469,DECLARATION_PREALABLE,128 Rue de Rome,13003,9e,2025-03-21,2025-07-05,REFUSEE
1082,857,DECLARATION_PREALABLE,92 Rue de la République,13015,1e,2023-01-09,2023-04-19,INSTRUCTION
1083,2130,PERMIS_CONSTRUIRE,151 Rue d'Aubagne,13011,5e,2024-01-25,2024-03-07,REFUSEE
1084,1408,AUTORISATION_TRAVAUX,228 Rue de Rome,13014,7e,2024-05-21,2024-06-23,ACCEPTEE
1085,2214,DECLARATION_PREALABLE,170 Rue de la République,13016,6e,2023-03-13,2023-07-07,ENREGISTREE
1086,2745,DECLARATION_PREALABLE,119 Rue de Rome,13010,7e,2023-08-12,2023-09-13,REFUSEE
1087,1195,DECLARATION_PREALABLE,210 Rue Paradis,13014,1e,2023-08-01,2023-10-02,ENREGISTREE
1088,2128,AUTORISATION_TRAVAUX,1 Rue d'Aubagne,13002,2e,2025-06-22,2025-08-09,ACCEPTEE
1089,435,AUTORISATION_TRAVAUX,9 Avenue du Prado,13015,11e,2023-08-08,2023-12-05,REFUSEE
1090,1571,AUTORISATION_TRAVAUX,141 Rue Paradis,13010,5e,2025-02-16,2025-05-29,ENREGISTREE
1091,1000,DECLARATION_PREALABLE,147 Avenue du Prado,13003,2e,2023-07-07,2023-07-28,ACCEPTEE
1092,694,PERMIS_CONSTRUIRE,221 Rue Paradis,13005,6e,2025-04-20,2025-06-25,ENREGISTREE
1093,1647,PERMIS_CONSTRUIRE,20 Rue Paradis,13001,9e,2024-08-08,2024-09-23,REFUSEE
1094,1190,DECLARATION_PREALABLE,153 Rue Saint-Ferréol,13004,1e,2024-10-20,2025-01-17,ENREGISTREE
1095,710,PERMIS_CONSTRUIRE,230 Rue d'Aubagne,13014,16e,2025-08-30,2025-11-11,ENREGISTREE
1096,1334,DECLARATION_PREALABLE,202 Rue de Rome,13014,12e,2024-12-01,2024-12-11,ACCEPTEE
1097,1104,AUTORISATION_TRAVAUX,56 Rue d'Aubagne,13010,13e,2023-03-31,2023-07-15,ACCEPTEE
1098,2037,DECLARATION_PREALABLE,65 Rue de la République,13012,1e,2024-08-08,2024-08-19,INSTRUCTION
1099,773,AUTORISATION_TRAVAUX,189 Rue Saint-Ferréol,13005,3e,2024-11-11,2025-01-12,ENREGISTREE
1100,2665,DECLARATION_PREALABLE,205 Rue de Lodi,13010,4e,2025-05-17,2025-06-19,ENREGISTREE
1101,795,DECLARATION_PREALABLE,97 Rue de Rome,13010,8e,2024-11-23,2025-02-04,REFUSEE
1102,2958,PERMIS_CONSTRUIRE,166 Rue Saint-Ferréol,13002,9e,2023-03-05,2023-05-13,INSTRUCTION
1103,1341,AUTORISATION_TRAVAUX,129 Rue de Lodi,13009,12e,2024-06-26,2024-07-21,INSTRUCTION
1104,1277,DECLARATION_PREALABLE,25 Boulevard National,13015,2e,2023-09-27,2023-10-23,ENREGISTREE
1105,2157,AUTORISATION_TRAVAUX,44 Rue de la République,13007,4e,2023-08-06,2023-10-01,ACCEPTEE
1106,2223,AUTORISATION_TRAVAUX,216 Avenue du Prado,13001,8e,2023-04-24,2023-07-11,ENREGISTREE
1107,2930,PERMIS_CONSTRUIRE,44 Boulevard National,13010,6e,2025-10-30,2026-02-14,ACCEPTEE
1108,2618,AUTORISATION_TRAVAUX,224 Rue de Lodi,13009,10e,2025-09-15,2025-12-18,REFUSEE
1109,2688,PERMIS_CONSTRUIRE,229 Rue de Lodi,13006,11e,2024-11-10,2025-02-06,INSTRUCTION
1110,1241,DECLARATION_PREALABLE,14 Rue d'Aubagne,13012,3e,2023-10-18,2023-11-06,REFUSEE
1111,2485,DECLARATION_PREALABLE,46 Rue de Lodi,13011,2e,2023-10-13,2023-11-22,ENREGISTREE
1112,354,AUTORISATION_TRAVAUX,90 Boulevard Baille,13005,11e,2023-01-02,2023-04-22,ACCEPTEE
1113,1878,PERMIS_CONSTRUIRE,93 Boulevard Baille,13016,13e,2024-05-15,2024-07-12,REFUSEE
1114,101,AUTORISATION_TRAVAUX,142 Rue de la République,13010,12e,2023-03-27,2023-05-01,ACCEPTEE
1115,1935,PERMIS_CONSTRUIRE,211 Rue de la République,13015,14e,2025-01-16,2025-05-09,REFUSEE
1116,2222,AUTORISATION_TRAVAUX,39 Boulevard Baille,13006,15e,2024-01-28,2024-05-24,REFUSEE
1117,2372,DECLARATION_PREALABLE,12 Rue Paradis,13013,15e,2024-12-31,2025-03-15,ENREGISTREE
1118,872,DECLARATION_PREALABLE,45 Rue de Rome,13012,1e,2025-09-15,2025-11-09,ACCEPTEE
1119,1299,AUTORISATION_TRAVAUX,15 Rue de la République,13012,7e,2024-08-24,2024-11-19,REFUSEE
1120,35,DECLARATION_PREALABLE,246 Rue d'Aubagne,13002,8e,2024-07-31,2024-09-21,INSTRUCTION
1121,2806,AUTORISATION_TRAVAUX,203 Rue de Lodi,13003,4e,2024-08-01,2024-10-18,INSTRUCTION
1122,2560,DECLARATION_PREALABLE,8 Rue de Rome,13006,2e,2025-04-13,2025-04-27,REFUSEE
1123,873,DECLARATION_PREALABLE,240 Rue Saint-Ferréol,13006,4e,2024-04-17,2024-05-26,ENREGISTREE
1124,1870,PERMIS_CONSTRUIRE,192 Rue Saint-Ferréol,13012,6e,2023-05-25,2023-07-24,ENREGISTREE
1125,1439,DECLARATION_PREALABLE,149 Rue de Rome,13016,8e,2024-11-10,2025-01-11,ENREGISTREE
1126,2319,PERMIS_CONSTRUIRE,18 Rue de Lodi,13016,12e,2024-08-30,2024-10-14,ENREGISTREE
1127,446,AUTORISATION_TRAVAUX,147 Rue de Lodi,13016,11e,2025-06-13,2025-09-21,INSTRUCTION
1128,2110,DECLARATION_PREALABLE,151 Rue Paradis,13007,6e,2024-04-06,2024-06-06,ENREGISTREE
1129,3000,PERMIS_CONSTRUIRE,117 Avenue du Prado,13002,16e,2023-11-06,2024-01-07,ACCEPTEE
1130,1534,DECLARATION_PREALABLE,242 Boulevard Baille,13006,4e,2023-10-08,2023-10-28,ENREGISTREE
1131,1610,AUTORISATION_TRAVAUX,76 Rue Paradis,13015,13e,2023-10-14,2023-10-30,ACCEPTEE
1132,1680,DECLARATION_PREALABLE,228 Rue de Rome,13016,5e,2025-07-29,2025-10-12,REFUSEE
1133,948,DECLARATION_PREALABLE,212 Rue de Rome,13014,12e,2024-01-05,2024-04-12,REFUSEE
1134,783,PERMIS_CONSTRUIRE,237 Rue Saint-Ferréol,13005,15e,2025-07-20,2025-11-16,INSTRUCTION
1135,2246,PERMIS_CONSTRUIRE,144 Rue de Rome,13004,5e,2024-10-07,2024-11-03,INSTRUCTION
1136,407,AUTORISATION_TRAVAUX,21 Rue Saint-Ferréol,13012,14e,2025-01-23,2025-02-18,INSTRUCTION
1137,1666,DECLARATION_PREALABLE,145 Rue Saint-Ferréol,13003,15e,2023-05-28,2023-09-08,ACCEPTEE
1138,1651,AUTORISATION_TRAVAUX,75 Rue de Rome,13016,4e,2023-06-29,2023-08-19,REFUSEE
1139,1839,PERMIS_CONSTRUIRE,166 Rue de Rome,13013,5e,2025-07-28,2025-09-14,INSTRUCTION
1140,1432,DECLARATION_PREALABLE,112 Boulevard National,13008,14e,2023-11-08,2024-03-07,INSTRUCTION
1141,1398,AUTORISATION_TRAVAUX,240 Boulevard Baille,13009,3e,2025-02-16,2025-04-16,ENREGISTREE
1142,2868,PERMIS_CONSTRUIRE,210 Rue Saint-Ferréol,13014,3e,2023-09-23,2023-12-20,INSTRUCTION
1143,1054,DECLARATION_PREALABLE,119 Rue Saint-Ferréol,13010,6e,2024-01-10,2024-02-11,ENREGISTREE
1144,1578,DECLARATION_PREALABLE,160 Rue Paradis,13012,16e,2024-02-08,2024-05-24,ACCEPTEE
1145,143,DECLARATION_PREALABLE,57 Rue de Rome,13014,11e,2025-01-03,2025-01-28,ENREGISTREE
1146,1611,PERMIS_CONSTRUIRE,19 Rue Saint-Ferréol,13008,10e,2024-07-05,2024-10-24,ACCEPTEE
1147,476,PERMIS_CONSTRUIRE,167 Rue de la République,13006,10e,2024-02-22,2024-05-30,INSTRUCTION
1148,1739,PERMIS_CONSTRUIRE,48 Rue de Rome,13005,6e,2025-09-16,2025-10-23,INSTRUCTION
1149,2900,AUTORISATION_TRAVAUX,219 Rue Saint-Ferréol,13006,13e,2023-05-11,2023-05-25,ACCEPTEE
1150,1782,AUTORISATION_TRAVAUX,13 Rue d'Aubagne,13013,10e,2025-08-07,2025-11-09,REFUSEE
1151,545,AUTORISATION_TRAVAUX,239 Boulevard Baille,13010,12e,2024-09-03,2024-10-22,REFUSEE
1152,1743,PERMIS_CONSTRUIRE,6 Rue de Rome,13010,8e,2023-03-21,2023-04-25,INSTRUCTION
1153,321,DECLARATION_PREALABLE,38 Rue Paradis,13008,9e,2024-11-20,2025-02-27,REFUSEE
1154,1498,PERMIS_CONSTRUIRE,39 Avenue du Prado,13001,8e,2023-10-30,2023-12-11,ENREGISTREE
1155,972,PERMIS_CONSTRUIRE,38 Boulevard Baille,13009,11e,2025-08-22,2025-11-11,INSTRUCTION
1156,867,DECLARATION_PREALABLE,152 Rue Paradis,13016,1e,2025-03-25,2025-06-08,INSTRUCTION
1157,2399,AUTORISATION_TRAVAUX,140 Boulevard National,13005,10e,2025-03-26,2025-07-07,INSTRUCTION
1158,362,PERMIS_CONSTRUIRE,25 Rue Paradis,13006,1e,2023-08-04,2023-09-15,INSTRUCTION
1159,1643,AUTORISATION_TRAVAUX,194 Boulevard National,13001,1e,2023-05-31,2023-09-06,REFUSEE
1160,2106,DECLARATION_PREALABLE,222 Rue Saint-Ferréol,13016,8e,2025-06-24,2025-08-27,ENREGISTREE
1161,1716,AUTORISATION_TRAVAUX,193 Avenue du Prado,13010,7e,2025-08-09,2025-10-02,ACCEPTEE
1162,1900,DECLARATION_PREALABLE,2 Avenue du Prado,13010,2e,2025-02-01,2025-05-09,INSTRUCTION
1163,1386,DECLARATION_PREALABLE,57 Boulevard Baille,13013,8e,2025-01-18,2025-05-04,INSTRUCTION
1164,1766,PERMIS_CONSTRUIRE,104 Rue de la République,13008,13e,2023-04-07,2023-06-17,REFUSEE
1165,967,PERMIS_CONSTRUIRE,196 Rue Paradis,13006,16e,2023-08-29,2023-12-07,ACCEPTEE
1166,871,AUTORISATION_TRAVAUX,186 Rue Paradis,13005,15e,2024-12-09,2025-03-16,REFUSEE
